text,sentiment,eof,responsiveness,accuracy,
"বিচার হতে হবে দৃষ্টান্তমূলক, প্রহসনের বিচার করে অপরাধ দমন করা সম্ভব হবে না। আজকে যদি তাকে পাঁচ লাখ টাকা জরিমানা ও পাঁচ বছরের কারাদণ্ড দেওয়া হতো তাহলে চিরতরে ডিমের কারসাজি বন্ধ হয়ে যেত। কেউ কারসাজি করার আগে অন্তত একশ বার চিন্তা করতো।",negative,n/a,n/a,n/a,
আপনাদের উচিত ঢাকা শহরের প্রতিটি বাজারে তদারকি করা।,neutral,n/a,n/a,n/a,
"মজা কম নিন। আগে সিন্ডিকেট ভাঙতে সক্ষম হন, তারপর প্রেস বিজ্ঞপ্তি দিন।",negative,n/a,slow,n/a,
"আসসালামু আলাইকুম, যারা পাকা রশিদ দেবে না তাদের ডিম গরিব মানুষকে বিলিয়ে দিন।",neutral,n/a,n/a,n/a,
"আপনাদের অভিযানে আমি অসন্তুষ্ট, কারণ আপনারা যে অভিযান চালান, বাজার সিন্ডিকেটদের কঠোর ব্যবস্থা নেন না। যারা বাজার সিন্ডিকেট করে কোটি কোটি টাকা হাতিয়ে নিচ্ছে তাদেরকে মাত্র পঞ্চাশ হাজার বা কমবেশি জরিমানা করে ছেড়ে দেন। যারা খাবারে ভেজাল মিশায় অথবা নিত্যপ্রয়োজনীয় বাজারের সিন্ডিকেট করবে তাদের আজীবনের জন্য নিষেধাজ্ঞা দিয়ে দিন।",negative,n/a,slow,n/a,
"জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, দাম তো কমে না, কি অভিযান চালান। আপনাদের আরও কঠোর হতে হবে।",negative,n/a,slow,n/a,
আপনাদের অভিযান লোক দেখানো। একেবারে রুট লেভেল থেকে অভিযান চালানো হোক। তাহলে সুফল আসবে।,negative,n/a,slow,n/a,
বসিলায় এক ডজন ডিমের দাম একশ সত্তর থেকে একশ আশি টাকা। দয়া করে বসিলা বাজারের তদারকি করেন। এখানে প্রতিটি জিনিসের দাম অতিরিক্ত। এই এলাকার বাসিন্দারা এক প্রকার জিম্মি হয়ে আছে।,negative,n/a,n/a,low,
সকল সিন্ডিকেট ভেঙে ফেলতে হবে এবং জেলে দিতে হবে। জরিমানার নাটক আর দেখতে ভালো লাগে না।,negative,n/a,n/a,n/a,
"আমার এগুলো দেখে অনেক কষ্ট লাগে। চোখে পানি চলে আসে। আমি অনেক কষ্ট করে টাকা আয় করি, কিন্তু আমি ভালোভাবে খেতে পারি না। কীভাবে খাবো, আমার বেতন ষোল হাজার, রুম ভাড়া সাত হাজার, থাকে নয় হাজার। এই নয় হাজার টাকা দিয়ে কী করবো, মেয়ের খরচ, বউয়ের খরচ, নিজের কিছু খরচ, সব মিলিয়ে পাঁচ হাজার টাকা ধরে নিলাম। আর থাকে কত, চার হাজার। এবার বলেন, এই চার হাজার টাকা দিয়ে কী কিনবো। প্রশ্ন আপনাদের সবার কাছে, দয়া করে আমাকে একটু বলে যাবেন।",negative,n/a,n/a,low,
কৃষি যখন থেকে কোম্পানির কাছে গেছে তখন থেকে দাম বাড়া শুরু হয়েছে।,negative,n/a,n/a,n/a,
"জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, এই সিন্ডিকেট এভাবে নিয়ন্ত্রণ করা যাবে না। দুই থেকে তিন বছরের জেল এবং চার থেকে পাঁচ লাখ টাকা জরিমানা করেন। তাহলে ইনশাআল্লাহ সিন্ডিকেট থাকবে না।",negative,n/a,n/a,n/a,
